"external/ns3_step","ppo_morabito_ns3_20ue_20260508_160337 - external/step_reward","ppo_morabito_ns3_20ue_20260508_160337 - external/step_reward__MIN","ppo_morabito_ns3_20ue_20260508_160337 - external/step_reward__MAX","ppo_morabito_ns3_20ue_20260508_160337 - _step","ppo_morabito_ns3_20ue_20260508_160337 - _step__MIN","ppo_morabito_ns3_20ue_20260508_160337 - _step__MAX","a2c_morabito_ns3_20ue_20260508_160335 - external/step_reward","a2c_morabito_ns3_20ue_20260508_160335 - external/step_reward__MIN","a2c_morabito_ns3_20ue_20260508_160335 - external/step_reward__MAX","a2c_morabito_ns3_20ue_20260508_160335 - _step","a2c_morabito_ns3_20ue_20260508_160335 - _step__MIN","a2c_morabito_ns3_20ue_20260508_160335 - _step__MAX","dqn_morabito_ns3_20ue_20260508_160334 - external/step_reward","dqn_morabito_ns3_20ue_20260508_160334 - external/step_reward__MIN","dqn_morabito_ns3_20ue_20260508_160334 - external/step_reward__MAX","dqn_morabito_ns3_20ue_20260508_160334 - _step","dqn_morabito_ns3_20ue_20260508_160334 - _step__MIN","dqn_morabito_ns3_20ue_20260508_160334 - _step__MAX","dueling_dqn_morabito_ns3_20ue_20260508_160331 - external/step_reward","dueling_dqn_morabito_ns3_20ue_20260508_160331 - external/step_reward__MIN","dueling_dqn_morabito_ns3_20ue_20260508_160331 - external/step_reward__MAX","dueling_dqn_morabito_ns3_20ue_20260508_160331 - _step","dueling_dqn_morabito_ns3_20ue_20260508_160331 - _step__MIN","dueling_dqn_morabito_ns3_20ue_20260508_160331 - _step__MAX","2026-05-08_13-32 - external/step_reward","2026-05-08_13-32 - external/step_reward__MIN","2026-05-08_13-32 - external/step_reward__MAX","2026-05-08_13-32 - _step","2026-05-08_13-32 - _step__MIN","2026-05-08_13-32 - _step__MAX","a2c_morabito_ns3_20ue_20260507_232704 - external/step_reward","a2c_morabito_ns3_20ue_20260507_232704 - external/step_reward__MIN","a2c_morabito_ns3_20ue_20260507_232704 - external/step_reward__MAX","a2c_morabito_ns3_20ue_20260507_232704 - _step","a2c_morabito_ns3_20ue_20260507_232704 - _step__MIN","a2c_morabito_ns3_20ue_20260507_232704 - _step__MAX","ppo_morabito_ns3_20ue_20260507_232608 - external/step_reward","ppo_morabito_ns3_20ue_20260507_232608 - external/step_reward__MIN","ppo_morabito_ns3_20ue_20260507_232608 - external/step_reward__MAX","ppo_morabito_ns3_20ue_20260507_232608 - _step","ppo_morabito_ns3_20ue_20260507_232608 - _step__MIN","ppo_morabito_ns3_20ue_20260507_232608 - _step__MAX","dueling_dqn_morabito_ns3_20ue_20260507_232606 - external/step_reward","dueling_dqn_morabito_ns3_20ue_20260507_232606 - external/step_reward__MIN","dueling_dqn_morabito_ns3_20ue_20260507_232606 - external/step_reward__MAX","dueling_dqn_morabito_ns3_20ue_20260507_232606 - _step","dueling_dqn_morabito_ns3_20ue_20260507_232606 - _step__MIN","dueling_dqn_morabito_ns3_20ue_20260507_232606 - _step__MAX","dqn_morabito_ns3_20ue_20260507_232604 - external/step_reward","dqn_morabito_ns3_20ue_20260507_232604 - external/step_reward__MIN","dqn_morabito_ns3_20ue_20260507_232604 - external/step_reward__MAX","dqn_morabito_ns3_20ue_20260507_232604 - _step","dqn_morabito_ns3_20ue_20260507_232604 - _step__MIN","dqn_morabito_ns3_20ue_20260507_232604 - _step__MAX"
"1234","9.981000000000002","9.981000000000002","9.981000000000002","1234","1234","1234","10.399999999999999","10.399999999999999","10.399999999999999","1234","1234","1234","6.527999999999999","6.527999999999999","6.527999999999999","1234","1234","1234","3.2180000000000035","3.2180000000000035","3.2180000000000035","1234","1234","1234","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1235","10.823","10.823","10.823","1235","1235","1235","7.561999999999998","7.561999999999998","7.561999999999998","1235","1235","1235","5.0290000000000035","5.0290000000000035","5.0290000000000035","1235","1235","1235","3.2070000000000007","3.2070000000000007","3.2070000000000007","1235","1235","1235","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1236","2.5260000000000034","2.5260000000000034","2.5260000000000034","1236","1236","1236","10.713999999999999","10.713999999999999","10.713999999999999","1236","1236","1236","1.2700000000000031","1.2700000000000031","1.2700000000000031","1236","1236","1236","2.860999999999997","2.860999999999997","2.860999999999997","1236","1236","1236","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1237","7.6540000000000035","7.6540000000000035","7.6540000000000035","1237","1237","1237","8.435000000000002","8.435000000000002","8.435000000000002","1237","1237","1237","0.7460000000000022","0.7460000000000022","0.7460000000000022","1237","1237","1237","2.8930000000000007","2.8930000000000007","2.8930000000000007","1237","1237","1237","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1238","11.030999999999999","11.030999999999999","11.030999999999999","1238","1238","1238","5.384","5.384","5.384","1238","1238","1238","0.9560000000000031","0.9560000000000031","0.9560000000000031","1238","1238","1238","2.725999999999999","2.725999999999999","2.725999999999999","1238","1238","1238","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1239","-0.6400000000000006","-0.6400000000000006","-0.6400000000000006","1239","1239","1239","10.954999999999998","10.954999999999998","10.954999999999998","1239","1239","1239","9.771999999999998","9.771999999999998","9.771999999999998","1239","1239","1239","3.9939999999999998","3.9939999999999998","3.9939999999999998","1239","1239","1239","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1240","4.829999999999998","4.829999999999998","4.829999999999998","1240","1240","1240","-7.396000000000001","-7.396000000000001","-7.396000000000001","1240","1240","1240","2.0249999999999986","2.0249999999999986","2.0249999999999986","1240","1240","1240","2.3059999999999974","2.3059999999999974","2.3059999999999974","1240","1240","1240","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1241","-0.4819999999999993","-0.4819999999999993","-0.4819999999999993","1241","1241","1241","10.420000000000002","10.420000000000002","10.420000000000002","1241","1241","1241","1.8470000000000013","1.8470000000000013","1.8470000000000013","1241","1241","1241","3.6469999999999985","3.6469999999999985","3.6469999999999985","1241","1241","1241","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1242","7.017000000000003","7.017000000000003","7.017000000000003","1242","1242","1242","10.780999999999999","10.780999999999999","10.780999999999999","1242","1242","1242","1.3019999999999996","1.3019999999999996","1.3019999999999996","1242","1242","1242","3.290999999999997","3.290999999999997","3.290999999999997","1242","1242","1242","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1243","4.911999999999999","4.911999999999999","4.911999999999999","1243","1243","1243","11.311","11.311","11.311","1243","1243","1243","1.4690000000000012","1.4690000000000012","1.4690000000000012","1243","1243","1243","3.469999999999999","3.469999999999999","3.469999999999999","1243","1243","1243","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1244","8.050999999999998","8.050999999999998","8.050999999999998","1244","1244","1244","-2.6260000000000012","-2.6260000000000012","-2.6260000000000012","1244","1244","1244","0.6109999999999971","0.6109999999999971","0.6109999999999971","1244","1244","1244","-8.870000000000001","-8.870000000000001","-8.870000000000001","1244","1244","1244","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1245","15.393","15.393","15.393","1245","1245","1245","9.185000000000002","9.185000000000002","9.185000000000002","1245","1245","1245","6.945","6.945","6.945","1245","1245","1245","4.756999999999998","4.756999999999998","4.756999999999998","1245","1245","1245","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1246","4.662999999999997","4.662999999999997","4.662999999999997","1246","1246","1246","9.523000000000003","9.523000000000003","9.523000000000003","1246","1246","1246","1.3230000000000004","1.3230000000000004","1.3230000000000004","1246","1246","1246","9.134","9.134","9.134","1246","1246","1246","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1247","4.956000000000003","4.956000000000003","4.956000000000003","1247","1247","1247","7.645000000000003","7.645000000000003","7.645000000000003","1247","1247","1247","1.081000000000003","1.081000000000003","1.081000000000003","1247","1247","1247","5.332999999999998","5.332999999999998","5.332999999999998","1247","1247","1247","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1248","6.869","6.869","6.869","1248","1248","1248","12.948999999999998","12.948999999999998","12.948999999999998","1248","1248","1248","1.7000000000000028","1.7000000000000028","1.7000000000000028","1248","1248","1248","-8.565999999999999","-8.565999999999999","-8.565999999999999","1248","1248","1248","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1249","13.271999999999998","13.271999999999998","13.271999999999998","1249","1249","1249","12.043999999999997","12.043999999999997","12.043999999999997","1249","1249","1249","0.31700000000000017","0.31700000000000017","0.31700000000000017","1249","1249","1249","-9.006","-9.006","-9.006","1249","1249","1249","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1250","11.764000000000003","11.764000000000003","11.764000000000003","1250","1250","1250","9.604","9.604","9.604","1250","1250","1250","1.6679999999999993","1.6679999999999993","1.6679999999999993","1250","1250","1250","-9.006","-9.006","-9.006","1250","1250","1250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1251","9.197000000000003","9.197000000000003","9.197000000000003","1251","1251","1251","-9.195","-9.195","-9.195","1251","1251","1251","1.1340000000000003","1.1340000000000003","1.1340000000000003","1251","1251","1251","-9.216000000000001","-9.216000000000001","-9.216000000000001","1251","1251","1251","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1252","8.64","8.64","8.64","1252","1252","1252","8.902999999999999","8.902999999999999","8.902999999999999","1252","1252","1252","8.893","8.893","8.893","1252","1252","1252","-8.503","-8.503","-8.503","1252","1252","1252","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1253","10.893","10.893","10.893","1253","1253","1253","8.002000000000002","8.002000000000002","8.002000000000002","1253","1253","1253","0.8500000000000014","0.8500000000000014","0.8500000000000014","1253","1253","1253","-9.478000000000002","-9.478000000000002","-9.478000000000002","1253","1253","1253","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1254","-3.088000000000001","-3.088000000000001","-3.088000000000001","1254","1254","1254","3.046999999999997","3.046999999999997","3.046999999999997","1254","1254","1254","0.9230000000000018","0.9230000000000018","0.9230000000000018","1254","1254","1254","-8.963999999999999","-8.963999999999999","-8.963999999999999","1254","1254","1254","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1255","11.171","11.171","11.171","1255","1255","1255","9.585999999999999","9.585999999999999","9.585999999999999","1255","1255","1255","12.183999999999997","12.183999999999997","12.183999999999997","1255","1255","1255","-8.985","-8.985","-8.985","1255","1255","1255","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1256","13.609000000000002","13.609000000000002","13.609000000000002","1256","1256","1256","-0.5770000000000017","-0.5770000000000017","-0.5770000000000017","1256","1256","1256","1.5829999999999984","1.5829999999999984","1.5829999999999984","1256","1256","1256","-8.713000000000001","-8.713000000000001","-8.713000000000001","1256","1256","1256","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1257","12.347999999999999","12.347999999999999","12.347999999999999","1257","1257","1257","7.6739999999999995","7.6739999999999995","7.6739999999999995","1257","1257","1257","9.164000000000001","9.164000000000001","9.164000000000001","1257","1257","1257","-9.079999999999998","-9.079999999999998","-9.079999999999998","1257","1257","1257","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1258","10.569000000000003","10.569000000000003","10.569000000000003","1258","1258","1258","10.374000000000002","10.374000000000002","10.374000000000002","1258","1258","1258","14.643","14.643","14.643","1258","1258","1258","-9.236999999999998","-9.236999999999998","-9.236999999999998","1258","1258","1258","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1259","3.061","3.061","3.061","1259","1259","1259","-8.806999999999999","-8.806999999999999","-8.806999999999999","1259","1259","1259","2.6940000000000026","2.6940000000000026","2.6940000000000026","1259","1259","1259","-8.806999999999999","-8.806999999999999","-8.806999999999999","1259","1259","1259","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1260","-2.7439999999999998","-2.7439999999999998","-2.7439999999999998","1260","1260","1260","4.7989999999999995","4.7989999999999995","4.7989999999999995","1260","1260","1260","2.6099999999999994","2.6099999999999994","2.6099999999999994","1260","1260","1260","8.777999999999999","8.777999999999999","8.777999999999999","1260","1260","1260","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1261","4.526000000000003","4.526000000000003","4.526000000000003","1261","1261","1261","-4.984999999999999","-4.984999999999999","-4.984999999999999","1261","1261","1261","3.9309999999999974","3.9309999999999974","3.9309999999999974","1261","1261","1261","-8.985","-8.985","-8.985","1261","1261","1261","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1262","10.893","10.893","10.893","1262","1262","1262","9.540999999999997","9.540999999999997","9.540999999999997","1262","1262","1262","1.5730000000000004","1.5730000000000004","1.5730000000000004","1262","1262","1262","2.338000000000001","2.338000000000001","2.338000000000001","1262","1262","1262","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1263","9.773000000000003","9.773000000000003","9.773000000000003","1263","1263","1263","8.988999999999997","8.988999999999997","8.988999999999997","1263","1263","1263","4.789999999999999","4.789999999999999","4.789999999999999","1263","1263","1263","3.783999999999999","3.783999999999999","3.783999999999999","1263","1263","1263","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1264","-6.870000000000001","-6.870000000000001","-6.870000000000001","1264","1264","1264","8.872","8.872","8.872","1264","1264","1264","1.5940000000000012","1.5940000000000012","1.5940000000000012","1264","1264","1264","2.652000000000001","2.652000000000001","2.652000000000001","1264","1264","1264","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1265","8.725999999999999","8.725999999999999","8.725999999999999","1265","1265","1265","9.343000000000004","9.343000000000004","9.343000000000004","1265","1265","1265","10.131","10.131","10.131","1265","1265","1265","3.9099999999999966","3.9099999999999966","3.9099999999999966","1265","1265","1265","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1266","14.976999999999997","14.976999999999997","14.976999999999997","1266","1266","1266","7.811999999999998","7.811999999999998","7.811999999999998","1266","1266","1266","1.0919999999999987","1.0919999999999987","1.0919999999999987","1266","1266","1266","2.862000000000002","2.862000000000002","2.862000000000002","1266","1266","1266","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1267","3.8029999999999973","3.8029999999999973","3.8029999999999973","1267","1267","1267","15.880000000000003","15.880000000000003","15.880000000000003","1267","1267","1267","1.017000000000003","1.017000000000003","1.017000000000003","1267","1267","1267","3.186","3.186","3.186","1267","1267","1267","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1268","14.590000000000003","14.590000000000003","14.590000000000003","1268","1268","1268","11.700000000000003","11.700000000000003","11.700000000000003","1268","1268","1268","2.2959999999999994","2.2959999999999994","2.2959999999999994","1268","1268","1268","11.898000000000003","11.898000000000003","11.898000000000003","1268","1268","1268","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1269","9.71","9.71","9.71","1269","1269","1269","6.694000000000003","6.694000000000003","6.694000000000003","1269","1269","1269","2.357999999999997","2.357999999999997","2.357999999999997","1269","1269","1269","11.993000000000002","11.993000000000002","11.993000000000002","1269","1269","1269","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1270","6.0959999999999965","6.0959999999999965","6.0959999999999965","1270","1270","1270","4.545000000000002","4.545000000000002","4.545000000000002","1270","1270","1270","2.137999999999998","2.137999999999998","2.137999999999998","1270","1270","1270","9.323","9.323","9.323","1270","1270","1270","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1271","5.832000000000001","5.832000000000001","5.832000000000001","1271","1271","1271","-8.849","-8.849","-8.849","1271","1271","1271","6.853999999999999","6.853999999999999","6.853999999999999","1271","1271","1271","3.0290000000000035","3.0290000000000035","3.0290000000000035","1271","1271","1271","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1272","8.107","8.107","8.107","1272","1272","1272","5.998000000000001","5.998000000000001","5.998000000000001","1272","1272","1272","1.3519999999999968","1.3519999999999968","1.3519999999999968","1272","1272","1272","3.2920000000000016","3.2920000000000016","3.2920000000000016","1272","1272","1272","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1273","10.387","10.387","10.387","1273","1273","1273","10.448","10.448","10.448","1273","1273","1273","15.899000000000001","15.899000000000001","15.899000000000001","1273","1273","1273","9.334000000000003","9.334000000000003","9.334000000000003","1273","1273","1273","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1274","13.07","13.07","13.07","1274","1274","1274","11.878","11.878","11.878","1274","1274","1274","15.029000000000003","15.029000000000003","15.029000000000003","1274","1274","1274","9.113","9.113","9.113","1274","1274","1274","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1275","10.933999999999997","10.933999999999997","10.933999999999997","1275","1275","1275","10.222000000000001","10.222000000000001","10.222000000000001","1275","1275","1275","14.747","14.747","14.747","1275","1275","1275","2.6000000000000014","2.6000000000000014","2.6000000000000014","1275","1275","1275","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1276","12.811","12.811","12.811","1276","1276","1276","-1.2579999999999991","-1.2579999999999991","-1.2579999999999991","1276","1276","1276","12.776000000000003","12.776000000000003","12.776000000000003","1276","1276","1276","6.579000000000001","6.579000000000001","6.579000000000001","1276","1276","1276","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1277","-7.905999999999999","-7.905999999999999","-7.905999999999999","1277","1277","1277","5.948999999999998","5.948999999999998","5.948999999999998","1277","1277","1277","12.441000000000003","12.441000000000003","12.441000000000003","1277","1277","1277","6.505000000000003","6.505000000000003","6.505000000000003","1277","1277","1277","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1278","-7.1739999999999995","-7.1739999999999995","-7.1739999999999995","1278","1278","1278","8.454999999999998","8.454999999999998","8.454999999999998","1278","1278","1278","16.423000000000002","16.423000000000002","16.423000000000002","1278","1278","1278","7.280999999999999","7.280999999999999","7.280999999999999","1278","1278","1278","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1279","7.938000000000002","7.938000000000002","7.938000000000002","1279","1279","1279","5.027999999999999","5.027999999999999","5.027999999999999","1279","1279","1279","12.326","12.326","12.326","1279","1279","1279","5.216000000000001","5.216000000000001","5.216000000000001","1279","1279","1279","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1280","10.268","10.268","10.268","1280","1280","1280","16.467","16.467","16.467","1280","1280","1280","18.959000000000003","18.959000000000003","18.959000000000003","1280","1280","1280","-3.3880000000000017","-3.3880000000000017","-3.3880000000000017","1280","1280","1280","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1281","6.2109999999999985","6.2109999999999985","6.2109999999999985","1281","1281","1281","8.326999999999998","8.326999999999998","8.326999999999998","1281","1281","1281","1.0079999999999991","1.0079999999999991","1.0079999999999991","1281","1281","1281","-3.8279999999999994","-3.8279999999999994","-3.8279999999999994","1281","1281","1281","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1282","-7.1320000000000014","-7.1320000000000014","-7.1320000000000014","1282","1282","1282","-7.268000000000001","-7.268000000000001","-7.268000000000001","1282","1282","1282","-3.2680000000000007","-3.2680000000000007","-3.2680000000000007","1282","1282","1282","-2.946999999999999","-2.946999999999999","-2.946999999999999","1282","1282","1282","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1283","9.499000000000002","9.499000000000002","9.499000000000002","1283","1283","1283","8.579","8.579","8.579","1283","1283","1283","-3.0799999999999983","-3.0799999999999983","-3.0799999999999983","1283","1283","1283","-3.556000000000001","-3.556000000000001","-3.556000000000001","1283","1283","1283","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1284","9.582999999999998","9.582999999999998","9.582999999999998","1284","1284","1284","6.619","6.619","6.619","1284","1284","1284","-2.8599999999999994","-2.8599999999999994","-2.8599999999999994","1284","1284","1284","-3.7860000000000014","-3.7860000000000014","-3.7860000000000014","1284","1284","1284","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1285","6.286999999999999","6.286999999999999","6.286999999999999","1285","1285","1285","8.481000000000002","8.481000000000002","8.481000000000002","1285","1285","1285","-3.100999999999999","-3.100999999999999","-3.100999999999999","1285","1285","1285","-3.210000000000001","-3.210000000000001","-3.210000000000001","1285","1285","1285","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1286","13.585","13.585","13.585","1286","1286","1286","-7.1739999999999995","-7.1739999999999995","-7.1739999999999995","1286","1286","1286","-3.1640000000000015","-3.1640000000000015","-3.1640000000000015","1286","1286","1286","-3.346","-3.346","-3.346","1286","1286","1286","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1287","8.003999999999998","8.003999999999998","8.003999999999998","1287","1287","1287","8.451999999999998","8.451999999999998","8.451999999999998","1287","1287","1287","10.168","10.168","10.168","1287","1287","1287","-3.4299999999999997","-3.4299999999999997","-3.4299999999999997","1287","1287","1287","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1288","10.652000000000001","10.652000000000001","10.652000000000001","1288","1288","1288","10.201","10.201","10.201","1288","1288","1288","12.703000000000003","12.703000000000003","12.703000000000003","1288","1288","1288","-3.6499999999999986","-3.6499999999999986","-3.6499999999999986","1288","1288","1288","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1289","-6.597999999999999","-6.597999999999999","-6.597999999999999","1289","1289","1289","8.481000000000002","8.481000000000002","8.481000000000002","1289","1289","1289","13.054000000000002","13.054000000000002","13.054000000000002","1289","1289","1289","-3.4299999999999997","-3.4299999999999997","-3.4299999999999997","1289","1289","1289","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1290","-8.451","-8.451","-8.451","1290","1290","1290","14.886000000000003","14.886000000000003","14.886000000000003","1290","1290","1290","11.512999999999998","11.512999999999998","11.512999999999998","1290","1290","1290","-3.4819999999999993","-3.4819999999999993","-3.4819999999999993","1290","1290","1290","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1291","6.264000000000003","6.264000000000003","6.264000000000003","1291","1291","1291","-5.068999999999999","-5.068999999999999","-5.068999999999999","1291","1291","1291","11.009999999999998","11.009999999999998","11.009999999999998","1291","1291","1291","-3.3569999999999993","-3.3569999999999993","-3.3569999999999993","1291","1291","1291","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1292","11.206000000000003","11.206000000000003","11.206000000000003","1292","1292","1292","7.646000000000001","7.646000000000001","7.646000000000001","1292","1292","1292","6.838999999999999","6.838999999999999","6.838999999999999","1292","1292","1292","-3.503","-3.503","-3.503","1292","1292","1292","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1293","11.585999999999999","11.585999999999999","11.585999999999999","1293","1293","1293","6.088000000000001","6.088000000000001","6.088000000000001","1293","1293","1293","9.521999999999998","9.521999999999998","9.521999999999998","1293","1293","1293","-3.2620000000000005","-3.2620000000000005","-3.2620000000000005","1293","1293","1293","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1294","-4.535","-4.535","-4.535","1294","1294","1294","-6.210000000000001","-6.210000000000001","-6.210000000000001","1294","1294","1294","9.616","9.616","9.616","1294","1294","1294","-3.535","-3.535","-3.535","1294","1294","1294","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1295","11.061","11.061","11.061","1295","1295","1295","7.476999999999997","7.476999999999997","7.476999999999997","1295","1295","1295","6.545999999999999","6.545999999999999","6.545999999999999","1295","1295","1295","-3.533999999999999","-3.533999999999999","-3.533999999999999","1295","1295","1295","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1296","4.506","4.506","4.506","1296","1296","1296","16.926000000000002","16.926000000000002","16.926000000000002","1296","1296","1296","11.460999999999999","11.460999999999999","11.460999999999999","1296","1296","1296","-3.7439999999999998","-3.7439999999999998","-3.7439999999999998","1296","1296","1296","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1297","-5.195","-5.195","-5.195","1297","1297","1297","7.868000000000002","7.868000000000002","7.868000000000002","1297","1297","1297","7.100999999999999","7.100999999999999","7.100999999999999","1297","1297","1297","-3.524000000000001","-3.524000000000001","-3.524000000000001","1297","1297","1297","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1298","9.781999999999996","9.781999999999996","9.781999999999996","1298","1298","1298","-8.545000000000002","-8.545000000000002","-8.545000000000002","1298","1298","1298","9.406999999999996","9.406999999999996","9.406999999999996","1298","1298","1298","-3.9849999999999994","-3.9849999999999994","-3.9849999999999994","1298","1298","1298","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1299","12.451","12.451","12.451","1299","1299","1299","12.18","12.18","12.18","1299","1299","1299","-4.954000000000001","-4.954000000000001","-4.954000000000001","1299","1299","1299","-3.2620000000000005","-3.2620000000000005","-3.2620000000000005","1299","1299","1299","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1300","10.110999999999997","10.110999999999997","10.110999999999997","1300","1300","1300","9.847000000000001","9.847000000000001","9.847000000000001","1300","1300","1300","8.725000000000001","8.725000000000001","8.725000000000001","1300","1300","1300","-3.2830000000000013","-3.2830000000000013","-3.2830000000000013","1300","1300","1300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1301","-11.236999999999998","-11.236999999999998","-11.236999999999998","1301","1301","1301","12.118000000000002","12.118000000000002","12.118000000000002","1301","1301","1301","7.709000000000003","7.709000000000003","7.709000000000003","1301","1301","1301","0.9579999999999984","0.9579999999999984","0.9579999999999984","1301","1301","1301","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1302","6.494999999999997","6.494999999999997","6.494999999999997","1302","1302","1302","11.311999999999998","11.311999999999998","11.311999999999998","1302","1302","1302","-5.059000000000001","-5.059000000000001","-5.059000000000001","1302","1302","1302","49.587999999999994","49.587999999999994","49.587999999999994","1302","1302","1302","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1303","9.552999999999997","9.552999999999997","9.552999999999997","1303","1303","1303","3.299999999999997","3.299999999999997","3.299999999999997","1303","1303","1303","2.9140000000000015","2.9140000000000015","2.9140000000000015","1303","1303","1303","26.323","26.323","26.323","1303","1303","1303","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1304","14.746000000000002","14.746000000000002","14.746000000000002","1304","1304","1304","13.950000000000003","13.950000000000003","13.950000000000003","1304","1304","1304","-4.2940000000000005","-4.2940000000000005","-4.2940000000000005","1304","1304","1304","2.3019999999999996","2.3019999999999996","2.3019999999999996","1304","1304","1304","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1305","10.171","10.171","10.171","1305","1305","1305","-8.972999999999999","-8.972999999999999","-8.972999999999999","1305","1305","1305","-4.619","-4.619","-4.619","1305","1305","1305","22.222","22.222","22.222","1305","1305","1305","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1306","10.975999999999999","10.975999999999999","10.975999999999999","1306","1306","1306","-9.132000000000001","-9.132000000000001","-9.132000000000001","1306","1306","1306","7.646000000000001","7.646000000000001","7.646000000000001","1306","1306","1306","-7.1320000000000014","-7.1320000000000014","-7.1320000000000014","1306","1306","1306","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1307","-3.1110000000000007","-3.1110000000000007","-3.1110000000000007","1307","1307","1307","8.756999999999998","8.756999999999998","8.756999999999998","1307","1307","1307","-5.143000000000001","-5.143000000000001","-5.143000000000001","1307","1307","1307","-7.236999999999998","-7.236999999999998","-7.236999999999998","1307","1307","1307","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1308","8.777999999999999","8.777999999999999","8.777999999999999","1308","1308","1308","11.070999999999998","11.070999999999998","11.070999999999998","1308","1308","1308","-5.1320000000000014","-5.1320000000000014","-5.1320000000000014","1308","1308","1308","4.744999999999997","4.744999999999997","4.744999999999997","1308","1308","1308","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
